"Metoph Architects & Interiors","","","INTERIOR ESTIMATE FOR MS.RINKI SINGH,                                                                             SECT-132,GR.NOIDA  (04/11/2024)","","","","","","","","",""
"","","","","","","","","","","","",""
"9","MS door frame 1200x2100 door capable of accommodating fire hose reel, landing valve, hose pipes, fittings & accessories. The door shall have a front glass with lock and key arrangement & shall be painted with post office red colour (approval shall be taken on the basis of submitted sample before ordering) Cost of fire extinguishers not included in item rate. (Liasioing with civil contractor for making 1200x600x2100 Recessed type mansoary box (by civil contractor).","Each","5","11500.00","57500.00","661250000","","","","","",""
"","","","","","0.00","0","","","","","",""
"","","","","","","0","","","","","",""
"","","","","","","0","","","","","",""
"","","","","","","0","","","","","",""
"","","","","","","0","","","","","",""
"","","","","","","0","","","","","",""
"(E)","80mm   bore","EACH","0","3950.00","0.00","0","","","","","",""
"(F)","50mm   bore","EACH","0","2450.00","0.00","0","","","","","",""
"","","","","","","0","","","","","",""
"13B","Providing & fixing cast iron Butter Fly Value Complete with MS flange nuts and bolts rubber insertion as required ISI make.                                                                                                                                                                                                                                                                                                       (Make : Kartar/ Zoloto).","","","","","","","","","","",""
"","250 mm  bore","EACH","1","12550.00","12550.00","157502500","","","","","",""
"","200 mm  bore","EACH","1","9050.00","9050.00","81902500","","","","","",""
"a","65mm   bore","","per  pcs","1","3725","3725","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"13C","P/F S.S Flexable Pipe 1000mm For Srinklers Pipe Adjust Ceiling Lable as Per Direction with Accessories Complete in all respect.","","per  pcs","18","2695","48510","","","","","",""
"17","Providing & fixing mechanical foam type fire extinguisher 9 ltrs. (ISI marked. (Make: Guarsd / Safe Guards/ Life Guards/ Lightex/ Superex/ Safex).","EACH","per  pcs","2875.00","#VALUE!","#VALUE!","","","","","",""
"","","","per  pcs","","#VALUE!","#VALUE!","","","","","",""
"","","","per  pcs","","#VALUE!","#VALUE!","","","","","",""
"18","Providing & fixing of water pressure gas type fire extinguishers of 6 ltr. Capacity complete with initial charges and ISI Marked. (Make: Guarsd / Safe Guards/ Life Guards/ Lightex/ Superex/ Safex).","EACH","per  pcs","2475.00","#VALUE!","#VALUE!","","","","","",""
"","","","per  pcs","","#VALUE!","#VALUE!","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","","","per  pcs","","","0","","","","","",""
"","1 set of electric motor driven jockey pump(for sprinkler system)","","per  pcs","","#VALUE!","#VALUE!","","","","","",""
"","1 set of electric motor driven down comer pump","","per  pcs","","#VALUE!","#VALUE!","","","","","",""
"","630 AMP FP MCCB with flush mounting  square  CT operated  ammeter  with selector  switch,  Voltmeter  with selector  switch,  protective  fuses  and phase indicating lamps.","","per  pcs","","#VALUE!","#VALUE!","","","","","",""
"","Bus Bar :","","per  pcs","","#VALUE!","#VALUE!","","","","","",""
"","630 AMP TPN, 415 volt, 3 phase, 4 wire, 50 HZ electrolitic  high conductivity Copper with SMC / DMC supports, with colour coading and insulated by heat shrinkable  sleeves  and  clips  on  shrouds  for  joints.  The  current  density  of copper bus bar shall not exceed  1.25 amp/sqmm.","","per  pcs","","#VALUE!","#VALUE!","","","","","",""
"","Outgoings :","","per  pcs","","#VALUE!","#VALUE!","","","","","",""
"","1 no. 250 AMP TP MCCB with star delta starter of suitable HP for  main  fire pump    with   over   load   protection,   single   phase   preventor   complete   for automatic operation, selector switch for local/remote, auto/manual/off operation,  with  CT  operated  ammeter  with  selector  switch  and  indication lamps for ""On"" ""Off"" and ""Trip"" mounted on the cubicle door.","","per  pcs","","#VALUE!","#VALUE!","","","","","",""
"","1 no. 250 AMP TP MCCB with star delta starter of suitable HP for sprinkler pump    with   over   load   protection,   single   phase   preventor   complete   for automatic operation, selector switch for local/remote, auto/manual/off operation,  with  CT  operated  ammeter  with  selector  switch  and  indication lamps for ""On"" ""Off"" and ""Trip"" mounted on the cubicle door.","","per  pcs","","#VALUE!","#VALUE!","","","","","",""
